   text	   data	    bss	    dec	    hex	filename
    689	      0	      2	    691	    2b3	ping.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    390	      0	      0	    390	    186	def.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   2128	      0	    586	   2714	    a9a	dns.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    586	      0	      0	    586	    24a	inet_chksum.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
     44	      0	      0	     44	     2c	init.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	ip.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	autoip.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   5120	      0	     29	   5149	   141d	dhcp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   1922	      0	    241	   2163	    873	etharp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    648	      0	      0	    648	    288	icmp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   2090	      0	      8	   2098	    832	igmp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    622	      0	     16	    638	    27e	ip4_addr.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   1650	      0	      6	   1656	    678	ip4.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	ip4_frag.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	dhcp6.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	ethip6.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	icmp6.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	inet6.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	ip6_addr.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	ip6.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	ip6_frag.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	mld6.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
      0	      0	      0	      0	      0	nd6.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    906	      0	     16	    922	    39a	mem.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   1268	      0	    280	   1548	    60c	memp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   1182	      0	     85	   1267	    4f3	netif.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   2156	      0	      0	   2156	    86c	pbuf.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    546	      0	      4	    550	    226	raw.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
     24	      0	      0	     24	     18	stats.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
     34	      0	      0	     34	     22	sys.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   4196	      6	      2	   4204	   106c	tcp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   5284	      0	     52	   5336	   14d8	tcp_in.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   4013	      0	      0	   4013	    fad	tcp_out.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    632	      0	     12	    644	    284	timeouts.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   1580	      2	      0	   1582	    62e	udp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    296	      0	      0	    296	    128	ethernet.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
   2635	      4	      8	   2647	    a57	dhcp-server.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
    128	      0	      5	    133	     85	dhcp-server-main.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a)
  59742	     36	   2536	  62314	  0x133	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/lwip_intf_v2_0/liblwip_intf_v2_0.a

   text	   data	    bss	    dec	    hex	filename
     84	      4	      0	     88	     58	tick_base.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a)
    118	      0	      1	    119	     77	printf_base.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a)
    290	      1	    132	    423	    1a7	printf.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a)
    542	      7	      1	    550	    226	mac.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a)
    119	      0	      0	    119	     77	reboot.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a)
    224	      0	      0	    224	     e0	target_util.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a)
    128	      0	      0	    128	     80	tick.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a)
   1505	     12	    134	   1651	  0x128	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_system/libbk_system.a

   text	   data	    bss	    dec	    hex	filename
    412	      0	      0	    412	    19c	bk_netif.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_netif/libbk_netif.a)
    412	      0	      0	    412	  0x412	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_netif/libbk_netif.a

   text	   data	    bss	    dec	    hex	filename
      0	      0	      0	      0	      0	conv_utf8.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/utf8/libutf8.a)
      0	      0	      0	      0	    0x0	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/utf8/libutf8.a

   text	   data	    bss	    dec	    hex	filename
    452	      0	      4	    456	    1c8	temp_detect.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/temp_detect/libtemp_detect.a)
    452	      0	      4	    456	  0x456	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/temp_detect/libtemp_detect.a

   text	   data	    bss	    dec	    hex	filename
   1875	      0	      4	   1879	    757	BkDriverFlash.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/user_driver/libuser_driver.a)
   1875	      0	      4	   1879	 0x1879	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/user_driver/libuser_driver.a

   text	   data	    bss	    dec	    hex	filename
      2	      0	      0	      2	      2	security_func.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/security/libsecurity.a)
      2	      0	      0	      2	    0x2	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/security/libsecurity.a

   text	   data	    bss	    dec	    hex	filename
   3347	     16	     12	   3375	    d2f	iperf.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/iperf/libiperf.a)
   3347	     16	     12	   3375	 0x3375	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/iperf/libiperf.a

   text	   data	    bss	    dec	    hex	filename
   6333	      4	     32	   6369	   18e1	utils_httpc.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/http/libhttp.a)
   1715	      0	      0	   1715	    6b3	utils_net.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/http/libhttp.a)
    138	      0	      0	    138	     8a	utils_timer.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/http/libhttp.a)
    520	      0	      0	    520	    208	lite-log.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/http/libhttp.a)
   8706	      4	     32	   8742	  0x520	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/http/libhttp.a

   text	   data	    bss	    dec	    hex	filename
   2054	      0	     40	   2094	    82e	dvp_camera_driver.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/video/libvideo.a)
    370	      4	      0	    374	    176	spidma_driver.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/video/libvideo.a)
   1412	      0	     32	   1444	    5a4	video_transfer.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/video/libvideo.a)
   3836	      4	     72	   3912	 0x1444	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/video/libvideo.a

   text	   data	    bss	    dec	    hex	filename
   2850	      0	      0	   2850	    b22	key_value.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/compal/libcompal.a)
    224	      0	      0	    224	     e0	func_convert.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/compal/libcompal.a)
   8303	      0	      0	   8303	   206f	flash_namespace_value.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/compal/libcompal.a)
  11377	      0	      0	  11377	 0x8303	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/compal/libcompal.a

   text	   data	    bss	    dec	    hex	filename
   3886	      0	      0	   3886	    f2e	cli_adc.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
     16	      0	      0	     16	     10	cli_airkiss.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
     46	      0	      0	     46	     2e	cli_ble.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1355	      0	      0	   1355	    54b	cli_event.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1140	      0	      0	   1140	    474	cli_flash.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    577	      0	      0	    577	    241	cli_keyValue.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   3434	      0	      0	   3434	    d6a	cli_gpio.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
     45	      0	      0	     45	     2d	cli_iperf.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   3392	      1	     77	   3470	    d8e	cli_main.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1592	      0	      0	   1592	    638	cli_misc.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    286	      0	      4	    290	    122	cli_mico.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    511	      0	      0	    511	    1ff	cli_mem.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    344	      0	      0	    344	    158	cli_os.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    388	      0	      0	    388	    184	cli_ota.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    216	      0	      0	    216	     d8	cli_rpc.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    540	      0	      0	    540	    21c	cli_phy.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1120	      0	      0	   1120	    460	cli_pwr.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   4740	      0	      0	   4740	   1284	cli_pwm.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1720	      0	      0	   1720	    6b8	cli_reg.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
     16	      0	      0	     16	     10	cli_sd.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
     41	      0	      0	     41	     29	cli_security.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1136	      0	      0	   1136	    470	cli_netif.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    987	      0	      0	    987	    3db	cli_timer.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1844	      0	      0	   1844	    734	cli_touch.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    251	      0	      0	    251	     fb	cli_temp_detect.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   4207	      0	      0	   4207	   106f	cli_uart.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   4068	      0	      8	   4076	    fec	cli_wifi.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   2475	      0	      0	   2475	    9ab	cli_dma.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    982	      0	      0	    982	    3d6	cli_wdt.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   3304	      0	      0	   3304	    ce8	cli_spi.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    960	      0	      0	    960	    3c0	cli_exception.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1961	      0	      0	   1961	    7a9	cli_icu.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1701	      0	      0	   1701	    6a5	cli_i2c.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    948	      0	      0	    948	    3b4	cli_trng.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   1066	      0	      0	   1066	    42a	cli_efuse.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    481	      0	      0	    481	    1e1	cli_lwip.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
   2536	      0	      0	   2536	    9e8	cli_qspi.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
    809	      0	      0	    809	    329	cli_jpegenc.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a)
  55121	      1	     89	  55211	  0x809	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_cli/libbk_cli.a

   text	   data	    bss	    dec	    hex	filename
   1296	      0	      8	   1304	    518	video_transfer_tcp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
   1359	      4	     16	   1379	    563	video_transfer_udp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
   1371	      0	      8	   1379	    563	video_buffer.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
    867	      0	      4	    871	    367	video_demo_main.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
   1438	      0	      4	   1442	    5a2	video_demo_station.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
   3840	      0	      4	   3844	    f04	video_demo_softap.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
    595	      0	      0	    595	    253	video_upd_spd.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
   1295	      0	      4	   1299	    513	video_upd_spd_pub.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a)
  12061	      4	     48	  12113	 0x1299	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/app/libapp.a

   text	   data	    bss	    dec	    hex	filename
   1457	     44	     16	   1517	    5ed	audio_intf.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/audio/libaudio.a)
   1457	     44	     16	   1517	 0x1517	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/audio/libaudio.a

   text	   data	    bss	    dec	    hex	filename
    136	      0	      0	    136	     88	lib_adapter.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_adapter/libbk_adapter.a)
    136	      0	      0	    136	  0x136	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/bk_adapter/libbk_adapter.a

   text	   data	    bss	    dec	    hex	filename
   2382	      0	      0	   2382	    94e	MQTTClient.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    575	      0	      0	    575	    23f	MQTTFreeRTOS.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
   3879	      2	      4	   3885	    f2d	paho_mqtt_udp.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    752	      0	      0	    752	    2f0	MQTTConnectClient.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    402	      0	      0	    402	    192	MQTTConnectServer.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    196	      0	      0	    196	     c4	MQTTDeserializePublish.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
   1038	     60	      0	   1098	    44a	MQTTFormat.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    874	      0	      4	    878	    36e	MQTTPacket.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    304	      0	      0	    304	    130	MQTTSerializePublish.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    298	      0	      0	    298	    12a	MQTTSubscribeClient.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    234	      0	      0	    234	     ea	MQTTSubscribeServer.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    212	      0	      0	    212	     d4	MQTTUnsubscribeClient.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    178	      0	      0	    178	     b2	MQTTUnsubscribeServer.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
      0	      0	      0	      0	      0	ssl_mqtt_client_port.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    804	      0	      0	    804	    324	tcp_mqtt_client_port.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
   3316	      8	      0	   3324	    cfc	mqtt_client_core.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
    214	      0	      0	    214	     d6	mqtt_client_com_port.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a)
  15658	     70	      8	  15736	  0x214	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/paho-mqtt/libpaho-mqtt.a

   text	   data	    bss	    dec	    hex	filename
    442	      0	      0	    442	    1ba	gpio_uart.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/sim_uart/libsim_uart.a)
     22	      0	      0	     22	     16	pwm_uart.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/sim_uart/libsim_uart.a)
    464	      0	      0	    464	   0x22	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/sim_uart/libsim_uart.a

   text	   data	    bss	    dec	    hex	filename
      2	      0	      0	      2	      2	usb_plug.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/usb_plug/libusb_plug.a)
      2	      0	      0	      2	    0x2	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/usb_plug/libusb_plug.a

   text	   data	    bss	    dec	    hex	filename
     10	      0	      0	     10	      a	legacy_app_main.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/main/libmain.a)
     10	      0	      0	     10	   0x10	/home/jenkins/workspace/Armino_SDK_Push/armino/build/legacy_app/bk7251/armino/main/libmain.a

   text	   data	    bss	    dec	    hex	filename
   3828	      0	     21	   3849	    f09	airkiss_main.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/components/bk_libs/bk7251/libs/libbk_airkiss.a)
    457	      0	     72	    529	    211	airkiss_pingpong.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/components/bk_libs/bk7251/libs/libbk_airkiss.a)
   2751	      0	     45	   2796	    aec	bk_airkiss.c.obj (ex /home/jenkins/workspace/Armino_SDK_Push/armino/components/bk_libs/bk7251/libs/libbk_airkiss.a)
